Category	Segment	Order Date	City	Country/Region	Customer ID	Customer Name	Order ID	Postal Code	Product ID	Product Name	Region	Row ID	Ship Date	Ship Mode	Ship Status	State	Sub-Category	Days to Ship Actual	Days to Ship Scheduled	Discount	Profit	Quantity	Sales
Furniture	Consumer	1/13/2018	Los Angeles	United States	PB-19150	Philip Brown	CA-2018-137526	90004	FUR-FU-10004845	"Deflect-o EconoMat Nonstudded, No Bevel Mat"	West	4859	1/17/2018	Standard Class	Shipped Early	California	Furnishings	4	6	0.00%	$93 	9	$465 
Furniture	Consumer	1/14/2019	Concord	United States	AG-10675	Anna Gayman	CA-2019-133368	28027	FUR-FU-10003374	Electrix Fluorescent Magnifier Lamps & Weighted Base	South	7270	1/20/2019	Standard Class	Shipped On Time	North Carolina	Furnishings	6	6	20.00%	$32 	8	$316 
Furniture	Consumer	1/15/2019	Fairfield	United States	RC-19825	Roy Collins	CA-2019-140746	6824	FUR-TA-10002903	"Bevis Round Bullnose 29"""" High Table Top"	East	3236	1/15/2019	Same Day	Shipped On Time	Connecticut	Tables	0	0	30.00%	($16)	1	$182 
Furniture	Consumer	1/16/2017	Philadelphia	United States	DL-13315	Delfina Latchford	CA-2017-115791	19134	FUR-FU-10001095	DAX Black Cherry Wood-Tone Poster Frame	East	971	1/18/2017	Second Class	Shipped Early	Pennsylvania	Furnishings	2	3	20.00%	$29 	6	$127 
Furniture	Consumer	1/16/2020	Jackson	United States	AR-10540	Andy Reiter	CA-2020-138289	49201	FUR-CH-10004626	Office Star Flex Back Scooter Chair with Aluminum Finish Frame	Central	6522	1/18/2020	Second Class	Shipped Early	Michigan	Chairs	2	3	0.00%	$73 	3	$303 
Furniture	Consumer	1/19/2017	Scottsdale	United States	TS-21340	Toby Swindell	CA-2017-146591	85254	FUR-BO-10001972	O'Sullivan 4-Shelf Bookcase in Odessa Pine	West	5466	1/20/2017	First Class	Shipped On Time	Arizona	Bookcases	1	1	70.00%	($321)	5	$181 
Furniture	Consumer	1/19/2018	Texas City	United States	PM-18940	Paul MacIntyre	CA-2018-141250	77590	FUR-TA-10002855	Bevis Round Conference Table Top & Single Column Base	Central	6625	1/23/2018	Standard Class	Shipped Early	Texas	Tables	4	6	30.00%	($13)	1	$102 
Furniture	Consumer	1/19/2018	Texas City	United States	PM-18940	Paul MacIntyre	CA-2018-141250	77590	FUR-CH-10004875	Harbour Creations 67200 Series Stacking Chairs	Central	6626	1/23/2018	Standard Class	Shipped Early	Texas	Chairs	4	6	30.00%	($9)	4	$199 
Furniture	Consumer	1/19/2020	Philadelphia	United States	NS-18505	Neola Schneider	CA-2020-153045	19140	FUR-FU-10002759	12-1/2 Diameter Round Wall Clock	East	9117	1/24/2020	Second Class	Shipped Late	Pennsylvania	Furnishings	5	3	20.00%	$6 	2	$32 
Furniture	Consumer	1/19/2020	Philadelphia	United States	NS-18505	Neola Schneider	CA-2020-153045	19140	FUR-CH-10000309	Global Comet Stacking Arm Chair	East	9118	1/24/2020	Second Class	Shipped Late	Pennsylvania	Chairs	5	3	30.00%	($63)	3	$887 
Furniture	Consumer	1/2/2020	El Paso	United States	TS-21655	Trudy Schmidt	CA-2020-147207	79907	FUR-TA-10002958	"Bevis Oval Conference Table, Walnut"	Central	8363	1/4/2020	Second Class	Shipped Early	Texas	Tables	2	3	30.00%	($170)	5	$913 
Furniture	Consumer	1/20/2017	Jonesboro	United States	HL-15040	Hunter Lopez	US-2017-147627	72401	FUR-FU-10003194	"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak"	South	1124	1/26/2017	Standard Class	Shipped On Time	Arkansas	Furnishings	6	6	0.00%	$12 	4	$39 
Furniture	Consumer	1/20/2017	Jonesboro	United States	HL-15040	Hunter Lopez	US-2017-147627	72401	FUR-CH-10002331	Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms	South	1127	1/26/2017	Standard Class	Shipped On Time	Arkansas	Chairs	6	6	0.00%	$224 	3	"$1,068 "
Furniture	Consumer	1/20/2017	Los Angeles	United States	MV-17485	Mark Van Huff	CA-2017-148614	90049	FUR-FU-10003194	"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak"	West	5738	1/25/2017	Standard Class	Shipped Early	California	Furnishings	5	6	0.00%	$6 	2	$19 
Furniture	Consumer	1/20/2017	Westland	United States	XP-21865	Xylona Preis	CA-2017-167927	48185	FUR-FU-10002918	Eldon ClusterMat Chair Mat with Cordless Antistatic Protection	Central	6328	1/26/2017	Standard Class	Shipped On Time	Michigan	Furnishings	6	6	0.00%	$30 	3	$273 
Furniture	Consumer	1/20/2017	Westland	United States	XP-21865	Xylona Preis	CA-2017-167927	48185	FUR-FU-10002268	Ultra Door Push Plate	Central	6333	1/26/2017	Standard Class	Shipped On Time	Michigan	Furnishings	6	6	0.00%	$5 	3	$15 
Furniture	Consumer	1/21/2017	Miami	United States	TB-21400	Tom Boeckenhauer	CA-2017-110422	33180	FUR-FU-10001889	Ultra Door Pull Handle	South	9990	1/23/2017	Second Class	Shipped Early	Florida	Furnishings	2	3	20.00%	$4 	3	$25 
Furniture	Consumer	1/21/2019	San Diego	United States	TD-20995	Tamara Dahlen	US-2019-167339	92037	FUR-CH-10004289	Global Super Steno Chair	West	2876	1/23/2019	Second Class	Shipped Early	California	Chairs	2	3	20.00%	($6)	2	$154 
Furniture	Consumer	1/21/2019	San Diego	United States	TD-20995	Tamara Dahlen	US-2019-167339	92037	FUR-CH-10000785	Global Ergonomic Managers Chair	West	2877	1/23/2019	Second Class	Shipped Early	California	Chairs	2	3	20.00%	$76 	7	"$1,013 "
Furniture	Consumer	1/22/2019	Fayetteville	United States	CM-11935	Carlos Meador	US-2019-135923	28314	FUR-FU-10002107	Eldon Pizzaz Desk Accessories	South	2471	1/28/2019	Standard Class	Shipped On Time	North Carolina	Furnishings	6	6	20.00%	$4 	8	$14 
Furniture	Consumer	1/22/2019	Fayetteville	United States	CM-11935	Carlos Meador	US-2019-135923	28314	FUR-BO-10002213	"Sauder Forest Hills Library, Woodland Oak Finish"	South	2472	1/28/2019	Standard Class	Shipped On Time	North Carolina	Bookcases	6	6	20.00%	($68)	4	$451 
Furniture	Consumer	1/23/2019	Los Angeles	United States	CB-12415	Christy Brittain	CA-2019-113656	90036	FUR-FU-10000719	"DAX Cubicle Frames, 8-1/2 x 11"	West	7294	1/29/2019	Standard Class	Shipped On Time	California	Furnishings	6	6	0.00%	$22 	7	$60 
Furniture	Consumer	1/26/2020	Columbus	United States	BD-11500	Bradley Drucker	US-2020-105935	31907	FUR-FU-10002157	Artistic Insta-Plaque	South	8312	1/31/2020	Standard Class	Shipped Early	Georgia	Furnishings	5	6	0.00%	$24 	4	$63 
Furniture	Consumer	1/27/2017	San Diego	United States	EJ-13720	Ed Jacobs	US-2017-117163	92037	FUR-TA-10003469	Balt Split Level Computer Training Table	West	3796	2/2/2017	Standard Class	Shipped On Time	California	Tables	6	6	20.00%	($17)	3	$333 
Furniture	Consumer	1/27/2018	Cleveland	United States	SV-20365	Seth Vernon	CA-2018-168746	44105	FUR-CH-10000513	High-Back Leather Manager's Chair	East	2537	1/29/2018	Second Class	Shipped Early	Ohio	Chairs	2	3	30.00%	($55)	2	$182 
Furniture	Consumer	1/27/2018	Los Angeles	United States	SC-20305	Sean Christensen	CA-2018-164777	90036	FUR-CH-10002024	HON 5400 Series Task Chairs for Big and Tall	West	9413	1/29/2018	First Class	Shipped Late	California	Chairs	2	1	20.00%	$0 	5	"$2,804 "
Furniture	Consumer	1/28/2018	Concord	United States	JH-15985	Joseph Holt	CA-2018-116638	28027	FUR-TA-10000198	Chromcraft Bull-Nose Wood Oval Conference Tables & Bases	South	9640	1/31/2018	Second Class	Shipped On Time	North Carolina	Tables	3	3	40.00%	"($1,862)"	13	"$4,298 "
Furniture	Consumer	1/29/2020	Marion	United States	TM-21010	Tamara Manning	CA-2020-160927	52302	FUR-FU-10000010	"DAX Value U-Channel Document Frames, Easel Back"	Central	9918	1/31/2020	Second Class	Shipped Early	Iowa	Furnishings	2	3	0.00%	$5 	3	$15 
Furniture	Consumer	1/3/2018	Dallas	United States	AH-10465	Amy Hunt	CA-2018-141243	75217	FUR-BO-10003272	O'Sullivan Living Dimensions 5-Shelf Bookcases	Central	5056	1/8/2018	Second Class	Shipped Late	Texas	Bookcases	5	3	32.00%	($438)	9	"$1,352 "
Furniture	Consumer	1/30/2018	Los Angeles	United States	CC-12145	Charles Crestani	CA-2018-121797	90049	FUR-FU-10001876	"Computer Room Manger, 14"""""	West	2709	2/6/2018	Standard Class	Shipped Late	California	Furnishings	7	6	0.00%	$82 	7	$227 
Furniture	Consumer	1/30/2019	Seattle	United States	TB-21250	Tim Brockman	US-2019-166660	98103	FUR-CH-10001190	Global Deluxe High-Back Office Chair in Storm	West	7565	2/1/2019	Second Class	Shipped Early	Washington	Chairs	2	3	20.00%	($60)	4	$435 
Furniture	Consumer	1/30/2019	Seattle	United States	TB-21250	Tim Brockman	US-2019-166660	98103	FUR-BO-10000468	O'Sullivan 2-Shelf Heavy-Duty Bookcases	West	7566	2/1/2019	Second Class	Shipped Early	Washington	Bookcases	2	3	0.00%	$8 	1	$49 
Furniture	Consumer	1/30/2019	Rockford	United States	DF-13135	David Flashing	CA-2019-168032	61107	FUR-TA-10004256	Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables	Central	8927	2/3/2019	Standard Class	Shipped Early	Illinois	Tables	4	6	50.00%	($538)	3	$626 
Furniture	Consumer	1/30/2020	Miami	United States	EB-13870	Emily Burns	CA-2020-148999	33142	FUR-CH-10002044	"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum"	South	5485	2/4/2020	Standard Class	Shipped Early	Florida	Chairs	5	6	20.00%	($68)	4	$419 
Furniture	Consumer	1/30/2020	Aurora	United States	LP-17095	Liz Preis	CA-2020-121790	60505	FUR-TA-10003469	Balt Split Level Computer Training Table	Central	8268	2/6/2020	Standard Class	Shipped Late	Illinois	Tables	7	6	50.00%	($47)	1	$69 
Furniture	Consumer	1/31/2017	Mission Viejo	United States	LC-17050	Liz Carlisle	CA-2017-115161	92691	FUR-BO-10003966	"Sauder Facets Collection Library, Sky Alder Finish"	West	3366	2/2/2017	First Class	Shipped Late	California	Bookcases	2	1	15.00%	$3 	2	$291 
Furniture	Consumer	1/31/2018	Minneapolis	United States	KB-16315	Karl Braun	CA-2018-149587	55407	FUR-FU-10003799	"Seth Thomas 13 1/2"""" Wall Clock"	Central	94	2/5/2018	Second Class	Shipped Late	Minnesota	Furnishings	5	3	0.00%	$17 	3	$53 
Furniture	Consumer	1/7/2017	Huntsville	United States	VS-21820	Vivek Sundaresam	CA-2017-105417	77340	FUR-FU-10004864	"Howard Miller 14-1/2"""" Diameter Chrome Round Wall Clock"	Central	7661	1/12/2017	Standard Class	Shipped Early	Texas	Furnishings	5	6	60.00%	($54)	3	$77 
Furniture	Consumer	1/7/2019	Amarillo	United States	NM-18520	Neoma Murray	CA-2019-158806	79109	FUR-FU-10004270	"Executive Impressions 13"""" Clairmont Wall Clock"	Central	8031	1/11/2019	Standard Class	Shipped Early	Texas	Furnishings	4	6	60.00%	($11)	3	$23 
Furniture	Consumer	10/1/2019	San Francisco	United States	BD-11620	Brian DeCherney	CA-2019-157686	94122	FUR-CH-10001146	"Global Value Mid-Back Manager's Chair, Gray"	West	1068	10/2/2019	First Class	Shipped On Time	California	Chairs	1	1	20.00%	$12 	4	$195 
Furniture	Consumer	10/1/2019	La Porte	United States	CC-12220	Chris Cortes	CA-2019-155992	46350	FUR-FU-10003724	Westinghouse Clip-On Gooseneck Lamps	Central	1265	10/2/2019	First Class	Shipped On Time	Indiana	Furnishings	1	1	0.00%	$11 	5	$42 
Furniture	Consumer	10/1/2019	New York City	United States	GM-14680	Greg Matthias	CA-2019-139157	10024	FUR-TA-10003238	"Chromcraft Bull-Nose Wood 48"""" x 96"""" Rectangular Conference Tables"	East	2229	10/5/2019	Standard Class	Shipped Early	New York	Tables	4	6	40.00%	($116)	1	$331 
Furniture	Consumer	10/1/2020	San Jose	United States	NS-18505	Neola Schneider	CA-2020-129378	95123	FUR-CH-10000553	"Metal Folding Chairs, Beige, 4/Carton"	West	2217	10/2/2020	First Class	Shipped On Time	California	Chairs	1	1	20.00%	$10 	4	$109 
Furniture	Consumer	10/10/2019	La Porte	United States	WB-21850	William Brown	CA-2019-126627	77571	FUR-FU-10004963	"Eldon 400 Class Desk Accessories, Black Carbon"	Central	9835	10/12/2019	First Class	Shipped Late	Texas	Furnishings	2	1	60.00%	($6)	4	$14 
Furniture	Consumer	10/10/2020	Aurora	United States	SW-20245	Scot Wooten	CA-2020-111717	60505	FUR-CH-10001545	Hon Comfortask Task/Swivel Chairs	Central	8944	10/16/2020	Standard Class	Shipped On Time	Illinois	Chairs	6	6	30.00%	($48)	3	$239 
Furniture	Consumer	10/11/2017	Pasadena	United States	HA-14920	Helen Andreada	CA-2017-157924	91104	FUR-CH-10000229	Global Enterprise Series Seating High-Back Swivel/Tilt Chairs	West	4169	10/13/2017	First Class	Shipped Late	California	Chairs	2	1	20.00%	($65)	2	$434 
Furniture	Consumer	10/11/2018	Fort Lauderdale	United States	SO-20335	Sean O'Donnell	US-2018-108966	33311	FUR-TA-10000577	Bretford CR4500 Series Slim Rectangular Table	South	4	10/18/2018	Standard Class	Shipped Late	Florida	Tables	7	6	45.00%	($383)	5	$958 
Furniture	Consumer	10/12/2018	Rochester	United States	RK-19300	Ralph Kennedy	CA-2018-159786	14609	FUR-TA-10001307	"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black"	East	2117	10/17/2018	Second Class	Shipped Late	New York	Tables	5	3	40.00%	($14)	1	$210 
Furniture	Consumer	10/12/2020	Lakewood	United States	NP-18670	Nora Paige	CA-2020-150091	8701	FUR-FU-10004053	DAX Two-Tone Silver Metal Document Frame	East	8424	10/16/2020	Standard Class	Shipped Early	New Jersey	Furnishings	4	6	0.00%	$17 	2	$40 
Furniture	Consumer	10/12/2020	Lakewood	United States	NP-18670	Nora Paige	CA-2020-150091	8701	FUR-BO-10003404	"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish"	East	8425	10/16/2020	Standard Class	Shipped Early	New Jersey	Bookcases	4	6	0.00%	$129 	5	"$2,155 "
Furniture	Consumer	10/12/2020	Wheeling	United States	NF-18385	Natalie Fritzler	CA-2020-130505	26003	FUR-TA-10001932	"Chromcraft 48"""" x 96"""" Racetrack Double Pedestal Table"	East	9487	10/12/2020	Same Day	Shipped On Time	West Virginia	Tables	0	0	30.00%	($77)	3	$673 
Furniture	Consumer	10/13/2017	Edmonds	United States	ZC-21910	Zuschuss Carroll	CA-2017-151995	98026	FUR-TA-10002903	"Bevis Round Bullnose 29"""" High Table Top"	West	811	10/15/2017	First Class	Shipped Late	Washington	Tables	2	1	0.00%	$312 	5	"$1,299 "
Furniture	Consumer	10/13/2018	Louisville	United States	AF-10885	Art Foster	CA-2018-114300	40214	FUR-CH-10001891	Global Deluxe Office Fabric Chairs	South	848	10/17/2018	Standard Class	Shipped Early	Kentucky	Chairs	4	6	0.00%	$78 	3	$288 
Furniture	Consumer	10/13/2019	Roseville	United States	LC-16885	Lena Creighton	CA-2019-145583	95661	FUR-FU-10001706	Longer-Life Soft White Bulbs	West	140	10/19/2019	Standard Class	Shipped On Time	California	Furnishings	6	6	0.00%	$21 	14	$43 
Furniture	Consumer	10/13/2019	Laredo	United States	HA-14920	Helen Andreada	CA-2019-154018	78041	FUR-FU-10003394	"Tenex """"The Solids"""" Textured Chair Mats"	Central	2166	10/19/2019	Standard Class	Shipped On Time	Texas	Furnishings	6	6	60.00%	($150)	5	$140 
Furniture	Consumer	10/13/2020	Freeport	United States	TS-21610	Troy Staebel	CA-2020-163160	61032	FUR-FU-10001424	Dax Clear Box Frame	Central	4257	10/16/2020	First Class	Shipped Late	Illinois	Furnishings	3	1	60.00%	($7)	3	$10 
Furniture	Consumer	10/13/2020	Lafayette	United States	MH-18025	Michelle Huthwaite	CA-2020-103212	70506	FUR-TA-10003473	Bretford Rectangular Conference Table Tops	South	9222	10/14/2020	First Class	Shipped On Time	Louisiana	Tables	1	1	0.00%	$346 	4	"$1,505 "
Furniture	Consumer	10/14/2017	Everett	United States	TC-21295	Toby Carlisle	CA-2017-151330	2149	FUR-CH-10000749	Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms	East	9636	10/17/2017	First Class	Shipped Late	Massachusetts	Chairs	3	1	0.00%	$261 	9	"$1,629 "
Furniture	Consumer	10/14/2019	Jacksonville	United States	NC-18415	Nathan Cano	CA-2019-156503	28540	FUR-CH-10003606	SAFCO Folding Chair Trolley	South	3801	10/20/2019	Standard Class	Shipped On Time	North Carolina	Chairs	6	6	20.00%	$10 	1	$103 
Furniture	Consumer	10/14/2020	Oakland	United States	JW-15955	Joni Wasserman	CA-2020-168837	94601	FUR-FU-10001918	C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings	West	1752	10/17/2020	First Class	Shipped Late	California	Furnishings	3	1	0.00%	$4 	2	$9 
Furniture	Consumer	10/15/2017	Hialeah	United States	DL-12865	Dan Lawera	CA-2017-143182	33012	FUR-FU-10004270	"Executive Impressions 13"""" Clairmont Wall Clock"	South	2695	10/20/2017	Standard Class	Shipped Early	Florida	Furnishings	5	6	20.00%	$4 	1	$15 
Furniture	Consumer	10/15/2017	Parma	United States	AC-10660	Anna Chung	US-2017-122021	44134	FUR-CH-10003761	Global Italian Leather Office Chair	East	4898	10/17/2017	First Class	Shipped Late	Ohio	Chairs	2	1	30.00%	($8)	2	$183 
Furniture	Consumer	10/15/2018	Amarillo	United States	JE-15745	Joel Eaton	CA-2018-139731	79109	FUR-CH-10002024	HON 5400 Series Task Chairs for Big and Tall	Central	1439	10/15/2018	Same Day	Shipped On Time	Texas	Chairs	0	0	30.00%	($350)	5	"$2,453 "
Furniture	Consumer	10/15/2018	Mount Pleasant	United States	GA-14725	Guy Armstrong	US-2018-126235	48858	FUR-FU-10000719	"DAX Cubicle Frames, 8-1/2 x 11"	Central	4631	10/15/2018	Same Day	Shipped On Time	Michigan	Furnishings	0	0	0.00%	$6 	2	$17 
Furniture	Consumer	10/15/2018	Dallas	United States	CG-12520	Claire Gute	US-2018-123918	75217	FUR-FU-10004952	"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx"	Central	6878	10/15/2018	Same Day	Shipped On Time	Texas	Furnishings	0	0	60.00%	($95)	6	$131 
Furniture	Consumer	10/17/2017	Houston	United States	EB-14170	Evan Bailliet	CA-2017-103086	77095	FUR-FU-10004586	G.E. Longer-Life Indoor Recessed Floodlight Bulbs	Central	9558	10/19/2017	Second Class	Shipped Early	Texas	Furnishings	2	3	60.00%	($2)	2	$5 
Furniture	Consumer	10/17/2019	Perth Amboy	United States	NR-18550	Nick Radford	CA-2019-152688	8861	FUR-BO-10001337	O'Sullivan Living Dimensions 2-Shelf Bookcases	East	9201	10/20/2019	First Class	Shipped Late	New Jersey	Bookcases	3	1	0.00%	$12 	1	$121 
Furniture	Consumer	10/18/2018	Seattle	United States	JC-15775	John Castell	CA-2018-127824	98115	FUR-FU-10002505	Eldon 100 Class Desk Accessories	West	9417	10/22/2018	Standard Class	Shipped Early	Washington	Furnishings	4	6	0.00%	$3 	3	$10 
Furniture	Consumer	10/18/2019	Tempe	United States	EP-13915	Emily Phan	US-2019-159856	85281	FUR-CH-10003396	Global Deluxe Steno Chair	West	2886	10/22/2019	Standard Class	Shipped Early	Arizona	Chairs	4	6	20.00%	($35)	5	$308 
Furniture	Consumer	10/19/2020	Chicago	United States	MO-17500	Mary O'Rourke	CA-2020-117653	60623	FUR-TA-10003008	"Lesro Round Back Collection Coffee Table, End Table"	Central	4927	10/23/2020	Standard Class	Shipped Early	Illinois	Tables	4	6	50.00%	($68)	1	$91 
Furniture	Consumer	10/19/2020	Waco	United States	CA-12265	Christina Anderson	CA-2020-106432	76706	FUR-BO-10004360	Rush Hierlooms Collection Rich Wood Bookcases	Central	5176	10/24/2020	Standard Class	Shipped Early	Texas	Bookcases	5	6	32.00%	($92)	3	$328 
Furniture	Consumer	10/2/2018	Hillsboro	United States	CK-12205	Chloris Kastensmidt	US-2018-144771	97123	FUR-FU-10000629	9-3/4 Diameter Round Wall Clock	West	8743	10/4/2018	First Class	Shipped Late	Oregon	Furnishings	2	1	20.00%	$3 	1	$11 
Furniture	Consumer	10/2/2020	Trenton	United States	RF-19735	Roland Fjeld	CA-2020-126074	48183	FUR-FU-10003577	Nu-Dell Leatherette Frames	Central	751	10/6/2020	Standard Class	Shipped Early	Michigan	Furnishings	4	6	0.00%	$57 	11	$158 
Furniture	Consumer	10/2/2020	Springfield	United States	JK-16090	Juliana Krohn	CA-2020-141117	97477	FUR-BO-10001972	O'Sullivan 4-Shelf Bookcase in Odessa Pine	West	5785	10/8/2020	Standard Class	Shipped On Time	Oregon	Bookcases	6	6	70.00%	($385)	6	$218 
Furniture	Consumer	10/2/2020	San Francisco	United States	CM-12115	Chad McGuire	CA-2020-137414	94109	FUR-FU-10001424	Dax Clear Box Frame	West	7206	10/6/2020	Standard Class	Shipped Early	California	Furnishings	4	6	0.00%	$6 	2	$17 
Furniture	Consumer	10/20/2018	Los Angeles	United States	SV-20785	Stewart Visinsky	CA-2018-149097	90045	FUR-FU-10003424	Nu-Dell Oak Frame	West	9058	10/24/2018	Standard Class	Shipped Early	California	Furnishings	4	6	0.00%	$24 	7	$75 
Furniture	Consumer	10/20/2018	Los Angeles	United States	SV-20785	Stewart Visinsky	CA-2018-149097	90045	FUR-TA-10001086	"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine"	West	9059	10/24/2018	Standard Class	Shipped Early	California	Tables	4	6	20.00%	$27 	3	$365 
Furniture	Consumer	10/20/2019	Houston	United States	CM-12445	Chuck Magee	CA-2019-133697	77095	FUR-CH-10002372	Office Star - Ergonomically Designed Knee Chair	Central	6208	10/24/2019	Second Class	Shipped Late	Texas	Chairs	4	3	30.00%	($15)	1	$57 
Furniture	Consumer	10/20/2020	Jacksonville	United States	PT-19090	Pete Takahito	CA-2020-103065	32216	FUR-FU-10000175	DAX Wood Document Frame	South	8241	10/20/2020	Same Day	Shipped On Time	Florida	Furnishings	0	0	20.00%	$6 	4	$44 
Furniture	Consumer	10/21/2017	Fairfield	United States	TB-21520	Tracy Blumstein	CA-2017-142587	45014	FUR-TA-10000617	"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal"	East	1890	10/22/2017	First Class	Shipped On Time	Ohio	Tables	1	1	40.00%	($123)	3	$410 
Furniture	Consumer	10/21/2019	Los Angeles	United States	CS-11950	Carlos Soltero	CA-2019-161746	90045	FUR-CH-10004626	Office Star Flex Back Scooter Chair with Aluminum Finish Frame	West	9707	10/27/2019	Standard Class	Shipped On Time	California	Chairs	6	6	20.00%	$12 	3	$242 
Furniture	Consumer	10/21/2019	Los Angeles	United States	CS-11950	Carlos Soltero	CA-2019-161746	90045	FUR-FU-10003731	"Eldon Expressions Wood and Plastic Desk Accessories, Oak"	West	9709	10/27/2019	Standard Class	Shipped On Time	California	Furnishings	6	6	0.00%	$6 	2	$20 
Furniture	Consumer	10/22/2019	Richmond	United States	EB-13930	Eric Barreto	US-2019-116400	23223	FUR-FU-10003731	"Eldon Expressions Wood and Plastic Desk Accessories, Oak"	South	3977	10/24/2019	First Class	Shipped Late	Virginia	Furnishings	2	1	0.00%	$11 	4	$40 
Furniture	Consumer	10/22/2019	Seattle	United States	MS-17530	MaryBeth Skach	CA-2019-169887	98105	FUR-FU-10003095	"Linden 12"""" Wall Clock With Oak Frame"	West	6582	10/22/2019	Same Day	Shipped On Time	Washington	Furnishings	0	0	0.00%	$31 	3	$102 
Furniture	Consumer	10/22/2020	Lawton	United States	BD-11620	Brian DeCherney	CA-2020-130211	73505	FUR-TA-10003748	Bevis 36 x 72 Conference Tables	Central	4479	10/22/2020	Same Day	Shipped On Time	Oklahoma	Tables	0	0	0.00%	$55 	2	$249 
Furniture	Consumer	10/22/2020	Fort Collins	United States	HA-14905	Helen Abelman	CA-2020-130141	80525	FUR-CH-10000749	Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms	West	4643	10/24/2020	Second Class	Shipped Early	Colorado	Chairs	2	3	20.00%	($29)	4	$579 
Furniture	Consumer	10/23/2018	San Diego	United States	JF-15355	Jay Fein	CA-2018-132486	92105	FUR-CH-10004495	"Global Leather and Oak Executive Chair, Black"	West	3869	10/27/2018	Second Class	Shipped Late	California	Chairs	4	3	20.00%	$27 	1	$241 
